nombre tamaño tiempo pasos
BrentPollardPrime 65504505 9.250640869140625e-05 0
DivisionTentativa 92642104 1.2874603271484375e-05 103
BrentPollardPrime 92642104 0.0002543926239013672 0
DivisionTentativa 67386294 7.43865966796875e-05 522
BrentPollardPrime 67386294 4.506111145019531e-05 0
DivisionTentativa 54657123 2.6941299438476562e-05 209
BrentPollardPrime 54657123 0.00015497207641601562 0
DivisionTentativa 67884213 4.887580871582031e-05 313
BrentPollardPrime 67884213 0.00014925003051757812 0
DivisionTentativa 21372057 2.0503997802734375e-05 161
BrentPollardPrime 21372057 7.176399230957031e-05 0
DivisionTentativa 52874146 6.4373016357421875e-06 48
BrentPollardPrime 52874146 0.00024509429931640625 0
DivisionTentativa 355958324 0.00011968612670898438 787
BrentPollardPrime 355958324 0.00017404556274414062 0
DivisionTentativa 781340043 4.458427429199219e-05 320
BrentPollardPrime 781340043 0.0001277923583984375 0
DivisionTentativa 55214128 9.298324584960938e-06 76
BrentPollardPrime 55214128 0.00013971328735351562 0
DivisionTentativa 984654148 0.00011444091796875 758
BrentPollardPrime 984654148 0.0001709461212158203 0
DivisionTentativa 544427270 1.1444091796875e-05 90
BrentPollardPrime 544427270 0.00022864341735839844 0
DivisionTentativa 919191045 0.00032901763916015625 2092
BrentPollardPrime 919191045 0.00010561943054199219 0
DivisionTentativa 889458170 5.8650970458984375e-05 420
BrentPollardPrime 889458170 0.0003483295440673828 0
DivisionTentativa 874012711 4.76837158203125e-06 30
BrentPollardPrime 874012711 0.0002868175506591797 0
DivisionTentativa 459952431 0.0005011558532714844 3306
BrentPollardPrime 459952431 7.891654968261719e-05 0
DivisionTentativa 409304425 5.7220458984375e-06 36
BrentPollardPrime 409304425 0.00017595291137695312 0
DivisionTentativa 7555080211 0.00033354759216308594 2130
BrentPollardPrime 7555080211 0.00012421607971191406 0
DivisionTentativa 3349785746 7.43865966796875e-05 468
BrentPollardPrime 3349785746 0.0008995532989501953 0
DivisionTentativa 7707013206 1.0251998901367188e-05 65
BrentPollardPrime 7707013206 0.00024819374084472656 0
DivisionTentativa 4382955852 0.0001220703125 786
BrentPollardPrime 4382955852 0.0019125938415527344 0
DivisionTentativa 9659963911 5.9604644775390625e-05 404
BrentPollardPrime 9659963911 0.0005030632019042969 0
DivisionTentativa 6453344855 1.2636184692382812e-05 91
BrentPollardPrime 6453344855 0.000377655029296875 0
DivisionTentativa 9257183833 0 0
BrentPollardPrime 9257183833 0 0
DivisionTentativa 1123152705 4.76837158203125e-05 337
BrentPollardPrime 1123152705 0.0009505748748779297 0
DivisionTentativa 6429944549 0.0001628398895263672 1057
BrentPollardPrime 6429944549 0.0004062652587890625 0
DivisionTentativa 4625454450 0.00010895729064941406 722
BrentPollardPrime 4625454450 0.0010457038879394531 0
DivisionTentativa 21048395533 0.0021941661834716797 11669
BrentPollardPrime 21048395533 0.0001354217529296875 0
DivisionTentativa 37536053457 0.002177715301513672 11279
BrentPollardPrime 37536053457 0.0001857280731201172 0
DivisionTentativa 1969477831 8.106231689453125e-05 475
BrentPollardPrime 1969477831 0.0008578300476074219 0
DivisionTentativa 52371259319 5.91278076171875e-05 352
BrentPollardPrime 52371259319 0.0028586387634277344 0
DivisionTentativa 77154799970 0.0003345012664794922 2085
BrentPollardPrime 77154799970 0.00016760826110839844 0
DivisionTentativa 26382694613 0.002465486526489258 13064
BrentPollardPrime 26382694613 0.00014066696166992188 0
DivisionTentativa 55511133953 0.00013136863708496094 753
BrentPollardPrime 55511133953 0.0005595684051513672 0
DivisionTentativa 2348812648 3.0040740966796875e-05 190
BrentPollardPrime 2348812648 0.0001571178436279297 0
DivisionTentativa 10158971608 0.000629425048828125 3423
BrentPollardPrime 10158971608 0.003159046173095703 0
DivisionTentativa 95072106098 0.0003116130828857422 1759
BrentPollardPrime 95072106098 0.0015578269958496094 0
DivisionTentativa 316581386109 0.0006222724914550781 3908
BrentPollardPrime 316581386109 0.0005991458892822266 0
DivisionTentativa 623516528372 0.00457453727722168 24159
BrentPollardPrime 623516528372 0.00014066696166992188 0
DivisionTentativa 282630327199 2.5033950805664062e-05 160
BrentPollardPrime 282630327199 0.0005116462707519531 0
DivisionTentativa 834730289915 7.915496826171875e-05 480
BrentPollardPrime 834730289915 0.00027680397033691406 0
DivisionTentativa 473324124330 3.600120544433594e-05 246
BrentPollardPrime 473324124330 0.0011210441589355469 0
DivisionTentativa 708035539488 8.940696716308594e-05 604
BrentPollardPrime 708035539488 0.000997304916381836 0
DivisionTentativa 948167785856 0.0012638568878173828 6771
BrentPollardPrime 948167785856 0.00351715087890625 0
DivisionTentativa 470012383188 0.00013685226440429688 767
BrentPollardPrime 470012383188 0.0007634162902832031 0
DivisionTentativa 694384845030 3.504753112792969e-05 219
BrentPollardPrime 694384845030 0.0005900859832763672 0
DivisionTentativa 601592220020 0.0027043819427490234 13952
BrentPollardPrime 601592220020 0.0003466606140136719 0
DivisionTentativa 793414233491 0.0020585060119628906 10945
BrentPollardPrime 793414233491 0.015013456344604492 0
DivisionTentativa 4262324374750 1.3589859008789062e-05 83
BrentPollardPrime 4262324374750 0.0007851123809814453 0
DivisionTentativa 5901741851659 0 0
BrentPollardPrime 5901741851659 0 0
DivisionTentativa 928779725354 0.0062716007232666016 32111
BrentPollardPrime 928779725354 0.007302284240722656 0
DivisionTentativa 2613067635760 0.009106874465942383 48202
BrentPollardPrime 2613067635760 0.00020933151245117188 0
DivisionTentativa 6492646160747 0.0062961578369140625 32319
BrentPollardPrime 6492646160747 0.008945465087890625 0
DivisionTentativa 6536703305915 0.010678529739379883 54767
BrentPollardPrime 6536703305915 0.00021767616271972656 0
DivisionTentativa 8228686455407 0.0030727386474609375 16355
BrentPollardPrime 8228686455407 0.0013463497161865234 0
DivisionTentativa 4572343075480 8.821487426757812e-05 530
BrentPollardPrime 4572343075480 0.0012044906616210938 0
DivisionTentativa 9257291971962 0.0018208026885986328 9409
BrentPollardPrime 9257291971962 0.0005660057067871094 0
DivisionTentativa 14084377004912 0.04902243614196777 250201
BrentPollardPrime 14084377004912 0.00010585784912109375 0
DivisionTentativa 81933873775990 0.002908468246459961 14950
BrentPollardPrime 81933873775990 0.002324819564819336 0
DivisionTentativa 35677987818221 0.0002529621124267578 1457
BrentPollardPrime 35677987818221 0.0030307769775390625 0
DivisionTentativa 77306671567814 0.011327743530273438 59870
BrentPollardPrime 77306671567814 0.0005040168762207031 0
DivisionTentativa 68620728845957 0 0
BrentPollardPrime 68620728845957 0 0
DivisionTentativa 11170599561242 0.0014176368713378906 8479
BrentPollardPrime 11170599561242 0.0010726451873779297 0
DivisionTentativa 21301937238522 0.014864444732666016 78477
BrentPollardPrime 21301937238522 0.00016498565673828125 0
DivisionTentativa 76217115332090 0.0014119148254394531 7657
BrentPollardPrime 76217115332090 0.008463621139526367 0
DivisionTentativa 76499352523806 0.0008318424224853516 4462
BrentPollardPrime 76499352523806 0.007052898406982422 0
DivisionTentativa 26294750384569 0.0008788108825683594 4983
BrentPollardPrime 26294750384569 0.001051187515258789 0
DivisionTentativa 347339790096293 0.0015137195587158203 7667
BrentPollardPrime 347339790096293 0.005231380462646484 0
DivisionTentativa 107719824033646 0.0003058910369873047 1886
BrentPollardPrime 107719824033646 0.0016188621520996094 0
DivisionTentativa 119636301440453 0.2089388370513916 1102435
BrentPollardPrime 119636301440453 0.0002014636993408203 0
DivisionTentativa 541187020370324 0.6006641387939453 3101796
BrentPollardPrime 541187020370324 0.0001380443572998047 0
DivisionTentativa 923097650422054 0.18508434295654297 941844
BrentPollardPrime 923097650422054 0.00042438507080078125 0
DivisionTentativa 176977657183449 8.988380432128906e-05 496
BrentPollardPrime 176977657183449 0.0021827220916748047 0
DivisionTentativa 879105623024748 0.002930164337158203 15070
BrentPollardPrime 879105623024748 0.0007636547088623047 0
DivisionTentativa 442701194147743 0.15598225593566895 818422
BrentPollardPrime 442701194147743 0.0006914138793945312 0
DivisionTentativa 998186068273879 0.0013027191162109375 7854
BrentPollardPrime 998186068273879 0.00510096549987793 0
DivisionTentativa 482257688892890 0.00127410888671875 6765
BrentPollardPrime 482257688892890 0.007965803146362305 0
DivisionTentativa 2286396301504983 0.00475764274597168 24999
BrentPollardPrime 2286396301504983 0.021495342254638672 0
DivisionTentativa 8102124263397687 0.0006117820739746094 3337
BrentPollardPrime 8102124263397687 0.008689165115356445 0
DivisionTentativa 597584283314449 0.008292436599731445 42322
BrentPollardPrime 597584283314449 0.0018618106842041016 0
